,name,tel,address
1028,곡반정점,031-232-7892,"경기도 수원시 권선구  동수원로146번길 98, 1층 101호"
1029,고흥읍점,061-834-9494,전라남도 고흥군 고흥읍 봉황길 32-1
1030,고흥녹동점,061-842-9494,전라남도 고흥군 도양읍 녹동남촌1길 24-1
1031,고한사북점,033-591-9477,강원도 정선군 사북읍 중앙로 68번지
1032,고촌점,031-985-9492,"경기도 김포시 고촌읍 장차로 46, 1층 102호(미렌빌)"
1033,고척2동점,02-2688-9477,"서울특별시 구로구  고척로 184,  1층(고척동)"
1034,고창점,063-562-9599,전라북도 고창군 고창읍 월곡공원1길 18
1035,고양화정2동점,031-973-9294,경기도 고양시 덕양구 성신로 10 101(화정동)
1036,고성천진점,033-633-5989,강원도  고성군  토성면  토성로 145
1037,고성간성점,033-682-5292,강원도 고성군 간성읍 간성로 67
1038,고산2동점,053-791-9292,"대구광역시 수성구  알파시티2로3길 54, 1층"
1039,고덕하늘채점,031-664-5441,"경기도 평택시 고덕면 효덕새싹길 64, 1층"
1040,고덕국제점,031-662-9294,"경기도 평택시 고덕면 고덕국제3길 22, 1층"
1041,"고덕1,2동점",02-3426-9282,서울특별시 강동구  상일로 161
1042,고강점,032-679-9295,"경기도 부천시  원종로 106, 101호(고강동)"
1043,계산1동점,032-553-9294,"인천광역시  계양구   계양대로 188, 1층 107호"
1044,계룡점,042-551-9494,충청남도 계룡시  금암로 155-11
1045,경화태백점,055-547-8595,경상남도 창원시 진해구 중초로 37
1046,경주황성금장점,054-771-9294/054-772-9294,경상북도 경주시  용담로116번길 7
1047,경주보문점,,"경상북도 경주시  보문로 402-31,106호"
1048,경산하양점,053-852-9222,경상북도 경산시 하양읍 하양역길 18
1049,경산진량점,053-851-9499,경상북도 경산시 진량읍 낙산길22-1
1050,경북청송점,054-873-9492,경상북도 청송군 청송읍 중앙로 236
1051,경북청도점,054-373-8294,경상북도 청도군 청도읍 청화로 103
1052,경북의성점,054-834-9492,경상북도 의성군 의성읍 중앙길 59
1053,경북울진점,054-781-8787,경상북도 울진군 울진읍 울진중앙로 186-4
1054,경북영주점,054-638-9492,경상북도 영주시  구성로324 (하망동 549-5) 1층
1055,경북성주점,054-931-9294,경상북도 성주군 성주읍 성주순환로162
1056,경북석적점,054-977-9494,경상북도 칠곡군 석적읍 석적로 954
1057,경북상주점,054-536-8294,경상북도 상주시 삼백로 120(서문동 84-2)
1058,경북문경점,054-556-9492,경상북도 문경시  반쟁이3길9
1059,경북도청신도시점,054-652-9294,"경상북도 예천군 호명면 행복로 230, 상가 110호 (우방아이유쉘2차)"
1060,경복궁점,02-722-9492,서울특별시 종로구  사직로114. 1층
1061,경남합천점,055-932-1212,경상남도 합천군 합천읍 합천리 충효로 4길 10
1062,경남함양점,055-962-8292,"경남 함양군 함양읍 교산길 2, 1층"
1063,경남하동점,055-882-7999,경상남도 하동군 하동읍 경서대로 106
1064,경남사천점,055-853-8392,경상남도 사천시 사천읍 사주리 90-15
1065,경남밀양점,055-356-8668,경상남도 밀양시  밀양대로 1770-1 (삼문동)
1066,경남남해점,055-862-9290,경상남도 남해군 남해읍 화전로 78번길 11
1067,경남고성점,055-673-8294,경상남도 고성군 고성읍 중앙로15번길 8
1068,경기고양점,031-964-9279/031-452-9289,경기도 고양시 덕양구  읍내로 83-7
1069,검암지구점,032-568-9492,인천광역시 서구   승학로 587
1070,거창점,055-943-8294,경상남도 거창군 거창읍 공수들7길 20
1071,거제중곡점,055-637-0787/055-637-8607,"경상남도 거제시  해명로4길 8, 엘리유리안2차 아파트 상가 106호"
1072,거제장평점,055-633-2727,경상남도 거제시  장평동 1198-2
1073,거제장승포점,055-682-3838,"경상남도 거제시  능포로4길 5, 107호"
1074,거제옥포점,055-687-7262,경상남도 거제시  옥포중앙로 87-1
1075,거제연초점,055-636-9296,경상남도 거제시  거제북로 48
1076,거제아주점,055-681-9269,경상남도 거제시  아주1로 112
1077,거제상문점,055-632-9294,경상남도 거제시  거제중앙로 1557
1078,거제사등점,055-636-9492,"경상남도 거제시 사등면 두동로 44, 1층"
1079,거제고현점,055-636-8100,경상남도 거제시  거제중앙로5길 28 -1
1080,거여역점,02-408-9294,서울특별시 송파구 오금로 484
1081,거모점,031-494-9255,경기도 시흥시 도일로 143(거모동)
1082,개포4동점,02-577-8294,"서울특별시 강남구 개포동 개포로20길 32, 1층"
1083,개포2동점,02-576-9294,"서울특별시 강남구   선릉로12길 5, 102-나호"
1084,개운점,033-762-9492,강원도 원주시  행구로 57
1085,개봉역점,02-2060-0113,"서울특별시 구로구  개봉로34-1,1층(개봉동)"
1086,"개금1,2동점",051-944-4567,부산광역시 부산진구  냉정로 188 1층 (개금동)
1087,강화점,032-934-5581,인천광역시 강화군 강화읍 강화대로 199
1088,강저지구점,043-646-9294,충청북도 제천시 영천동 2209
1089,강원횡성점,033-342-9294,강원도 횡성군 횡성읍 북천리115-52
1090,강릉홍제내곡점,033-655-9582,강원도 강릉시  남산초교길 12번길 16
1091,강릉포남점,033-655-9293,강원도 강릉시  강릉대로 457번길 25
1092,강릉택지점,033-641-6995,강원도 강릉시 율곡초교길43번길 17 (교동)
1093,강릉유천점,033-641-1092,"강원도 강릉시  선수촌로 79-7, 101호(홍제동)"
1094,강릉성덕점,033-642-1633,강원도 강릉시 입암동 498-12
1095,강남세곡점,02-6952-7494,"서울특별시 강남구  밤고개로 227, 지상1층 105호,106호"
1096,감정점,031-981-9294,"경기도 김포시  북변1로 36, 106호"
1097,감일지구점,02-477-9294,"경기도 하남시  감일백제로 89,  1층 101호(감이동, 성준프라자)"
1098,갈현2동점,02-356-9495,서울특별시 은평구 갈현2동 506-33번지
1099,갈매점,031-572-9485,경기도 구리시 갈매동 538
1100,갈말점,033-452-9542,강원도 철원군 갈말읍 명성로139번길 13-22
1101,간석점,032-428-9492,인천광역시 남동구  경인로 602 1층 일부호 (간석동)
1102,가평점,031-581-9288,경기도 가평군 가평읍 오리나무길 41-15
1103,가평글램핑점,031-582-9492,경기도 가평군  가평읍  북한강변로 272-1
1104,가좌1호점,032-574-9288,인천광역시 서구 가좌동 7번지
1105,가정점,032-568-9294,"인천광역시 서구 염곡로498번안길 11-1, 1층 일부(가정동)"
1106,가양점,02-3665-9949,서울특별시 강서구 가양동 1479-3번지 1층 104호
1107,가산점,02-869-9294,서울특별시 금천구 가산동 149-13
1108,가락본동점,02-431-9492,서울특별시 송파구  송파대로30길 41-34
1109,가곡수동점,031-595-9294,경기도 남양주시 수동면 비룡로 716
